"Name","State","Notes","User","Tags","Created","Runtime","Sweep","A_to_B_metrics.dist_A.BoundaryAttack.mean_loss_increase","A_to_B_metrics.dist_A.BoundaryAttack.success_rate","A_to_B_metrics.dist_A.L2FastGradientAttack.mean_loss_increase","A_to_B_metrics.dist_A.L2FastGradientAttack.success_rate","A_to_B_metrics.dist_A.base_success_rate","A_to_B_metrics.dist_B.BoundaryAttack.mean_loss_increase","A_to_B_metrics.dist_B.BoundaryAttack.success_rate","A_to_B_metrics.dist_B.L2FastGradientAttack.mean_loss_increase","A_to_B_metrics.dist_B.L2FastGradientAttack.success_rate","A_to_B_metrics.dist_B.base_success_rate","A_to_B_metris.dist_A.BoundaryAttack.mean_loss_increase","A_to_B_metris.dist_A.BoundaryAttack.success_rate","A_to_B_metris.dist_A.L2FastGradientAttack.mean_loss_increase","A_to_B_metris.dist_A.L2FastGradientAttack.success_rate","A_to_B_metris.dist_B.BoundaryAttack.mean_loss_increase","A_to_B_metris.dist_B.BoundaryAttack.success_rate","A_to_B_metris.dist_B.L2FastGradientAttack.mean_loss_increase","A_to_B_metris.dist_B.L2FastGradientAttack.success_rate","B_to_A_metrics.dist_A.BoundaryAttack.mean_loss_increase","B_to_A_metrics.dist_A.BoundaryAttack.success_rate","B_to_A_metrics.dist_A.L2FastGradientAttack.mean_loss_increase","B_to_A_metrics.dist_A.L2FastGradientAttack.success_rate","B_to_A_metrics.dist_A.base_success_rate","B_to_A_metrics.dist_B.BoundaryAttack.mean_loss_increase","B_to_A_metrics.dist_B.BoundaryAttack.success_rate","B_to_A_metrics.dist_B.L2FastGradientAttack.mean_loss_increase","B_to_A_metrics.dist_B.L2FastGradientAttack.success_rate","B_to_A_metrics.dist_B.base_success_rate","debug_mmd_rbf","debug_mmd_rbf_raw","debug_otdd_approx","debug_otdd_exact","debug_otdd_exact_2","debug_otdd_exact_3","epoch","kde_gaussian_umap_l2","kde_gaussian_umap_tv","kde_pca_kl_approx","kde_umap_kl_approx","lr","lr-SGD","mmd_rbf_pca","mmd_rbf_raw","mmd_rbf_umap","otdd_exact_pca","otdd_exact_raw","otdd_exact_umap","pad_linear_pca","pad_linear_umap","pad_rbf_pca","pad_rbf_umap","train_loss","trainer/global_step","val_acc","val_loss","vulnerability_A.vulnerability_AA_boundary","vulnerability_A.vulnerability_AA_fga","vulnerability_A.vulnerability_AB_boundary","vulnerability_A.vulnerability_AB_fga","vulnerability_B.vulnerability_BA_boundary","vulnerability_B.vulnerability_BA_fga","vulnerability_B.vulnerability_BB_boundary","vulnerability_B.vulnerability_BB_fga","mmd_rbf_inception","otdd_exact_inception","pad_linear_inception","pad_rbf_inception","vulnerability_A.vulnerability_AA_boundary.mean_loss_increase","vulnerability_A.vulnerability_AA_boundary.success_rate","vulnerability_A.vulnerability_AA_fga.mean_loss_increase","vulnerability_A.vulnerability_AA_fga.success_rate","vulnerability_A.vulnerability_AB_boundary.mean_loss_increase","vulnerability_A.vulnerability_AB_boundary.success_rate","vulnerability_A.vulnerability_AB_fga.mean_loss_increase","vulnerability_A.vulnerability_AB_fga.success_rate","vulnerability_B.vulnerability_BA_boundary.mean_loss_increase","vulnerability_B.vulnerability_BA_boundary.success_rate","vulnerability_B.vulnerability_BA_fga.mean_loss_increase","vulnerability_B.vulnerability_BA_fga.success_rate","vulnerability_B.vulnerability_BB_boundary.mean_loss_increase","vulnerability_B.vulnerability_BB_boundary.success_rate","vulnerability_B.vulnerability_BB_fga.mean_loss_increase","vulnerability_B.vulnerability_BB_fga.success_rate"
"drop-only_3_1_A","finished","-","philswatton","","2023-09-07T14:01:18.000Z","30863","","0.011993229389190674","0.01979045383632183","0.4944631159305573","0.5855646133422852","859","0.009278833866119385","0.01979045383632183","0.4944623112678528","0.5855646133422852","859","","","","","","","","","","","","","","","","","","","","","","","","","9","0.06830772041558082","0.21793973887659093","4.281280432645747","0.5222015553416748","4.128908699385647e-7","4e-7","0.0015630335999999997","0.000036659200000066505","0.002685971199999998","64.21258544921875","82.72726440429688","0.18748414516448977","-0.04280000000000017","0.1180000000000001","1.9088","0.4292","0.014660608023405077","6249","0.8194000124931335","0.6304579973220825","","","","","","","","","0.00002360319999983318","116.5261459350586","","","0.02060335874557495","0.053020961582660675","0.6959480047225952","0.8902589678764343","0.01882952451705933","0.04932182654738426","0.6959479451179504","0.8902589678764343","","","","","","","",""
"drop-only_3_0_A","finished","-","philswatton","","2023-09-07T14:01:08.000Z","30985","","0.009632885456085203","0.01880140975117683","0.5185971260070801","0.6180963516235352","851","0.015286743640899658","0.022326674312353138","0.5185956358909607","0.6180963516235352","851","","","","","","","","","","","","","","","","","","","","","","","","","9","0.09571352334308925","0.313265483360121","10.226724344021322","0.8648927277397115","4.128908699385647e-7","4e-7","0.0017937952000000037","0.000026316799999870355","0.008394687999999983","74.13643646240234","82.88700103759766","0.4214236438274383","0.03760000000000008","0.17999999999999994","1.9532","0.6604000000000001","0.006954730488359928","6249","0.8087999820709229","0.6536160707473755","","","","","","","","","0.000011468799999914124","116.6836929321289","","","0.025191068649291992","0.062043797224760056","0.7218460440635681","0.9136252999305724","0.02530449628829956","0.04987834393978119","0.7218456864356995","0.9136252999305724","","","","","","","",""
"grayscale_1_1_B","finished","-","philswatton","","2023-06-14T13:53:02.000Z","7079973","","","","","","","","","","","","","","","","","","","","0.011836349964141846","0.015133876353502274","0.4611741900444031","0.5424912571907043","859","0.01689666509628296","0.02065613679587841","0.5232439041137695","0.6634264588356018","823","","","","","","","9","0.15583182226956174","0.5999032994920738","13.869849232919297","3.2893655534447315","4.128908699385647e-7","4e-7","0.0042210464000000045","0.0010243072000000186","0.05609111680000001","99.75076293945312","90.90177917480467","4.995519638061523","0.05800000000000005","0.6020000000000001","1.9736","1.2212","0.007225916255265474","6249","0.800599992275238","0.6834741234779358","","","","","","","","","0.021744793599999923","213.7893524169922","1.9288","1.9364","","","","","","","","","0.0245932936668396","0.08025477826595306","0.6935310959815979","0.9159235954284668","0.03127509355545044","0.08998732268810272","0.697044312953949","0.926489233970642"
"grayscale_4_0_B","finished","-","philswatton","","2023-06-14T13:49:05.000Z","7080309","","","","","","","","","","","","","","","","","","","","0.003964900970458984","0.016506189480423927","0.19465333223342896","0.2888583242893219","727","0.007948100566864014","0.03025936521589756","0.21675091981887817","0.364553302526474","694","","","","","","","9","0.15212054122184557","0.5729953484613588","15.31535606674714","3.182676945431778","4.057231706156017e-7","0.000005550759982211129","0.004216014577777774","0.001008753777777649","0.05576422613333332","101.5654754638672","133.4450225830078","5.240845203399658","0.007200000000000095","0.6744000000000001","1.9408","1.2104","0.018055327236652374","9379","0.8358666896820068","0.549283504486084","","","","","","","","","0.021525481244444533","238.78109741210935","1.9176","1.9488","","","","","","","","","0.03087639808654785","0.08543922752141953","0.7434903383255005","0.9253910779953004","0.029703140258789062","0.06996381282806396","0.7412834167480469","0.9276236295700072"
"grayscale_4_0_A","finished","-","philswatton","","2023-06-14T13:47:17.000Z","7080412","","0.014046907424926758","0.024067388847470284","0.3188672661781311","0.3910950720310211","831","0.00633394718170166","0.016887817531824112","0.3189278841018677","0.3920386135578155","829","","","","","","","","","","","","","","","","","","","","","","","","","9","0.15212054122184557","0.5729953484613588","15.063440909538842","3.852000459583708","4.513988187682117e-7","0.0000466518174859528","0.004216014577777774","0.001008753777777649","0.05576422613333332","101.5654754638672","133.4450225830078","5.240845203399658","0.007200000000000095","0.6744000000000001","1.9408","1.2104","0.012113746255636215","3129","0.7268000245094299","0.959065318107605","","","","","","","","","0.021525481244444533","238.78109741210935","1.9176","1.9488","0.01386958360671997","0.04676753655076027","0.6319798231124878","0.9092159271240234","0.016434013843536377","0.07348702847957611","0.6040893793106079","0.9236311316490172","","","","","","","",""
"grayscale_1_1_A","finished","-","philswatton","","2023-06-14T13:47:13.000Z","7080316","","0.01670050621032715","0.03821656107902527","0.4363142251968384","0.5732483863830566","785","0.018336832523345947","0.03295310586690903","0.46216046810150146","0.6159695982933044","789","","","","","","","","","","","","","","","","","","","","","","","","","9","0.15583182226956174","0.5999032994920738","18.043269857790712","4.040884866727283","4.0322271388504305e-7","4e-7","0.0042210464000000045","0.0010243072000000186","0.05609111680000001","99.75076293945312","90.90177917480467","4.995519638061523","0.05800000000000005","0.6020000000000001","1.9736","1.2212","0.00947223138064146","12499","0.8708999752998352","0.42052045464515686","","","","","","","","","0.021744793599999923","213.7893524169922","1.9288","1.9364","0.025999486446380615","0.07101280242204666","0.7358792424201965","0.8824214339256287","0.03489464521408081","0.07411907613277435","0.7406970262527466","0.929526150226593","","","","","","","",""
"rotate-180_1_1_B","finished","-","philswatton","","2023-06-14T13:43:23.000Z","7344280","","","","","","","","","","","","","","","","","","","","0.004863858222961426","0.009313154965639114","0.1604362726211548","0.21187427639961243","859","0.010077714920043944","0.10789473354816435","0.10279729962348938","0.4289473593235016","380","","","","","","","9","0.17861429779371163","0.7513877070988519","9.936572107651044","5.321371182667708","4.128908699385647e-7","4e-7","0.0031209759999999906","0.00488673279999996","0.111217536","97.26351928710938","160.8590087890625","13.877010345458984","-0.009599999999999833","1.1136","1.9668","1.516","0.006841882131993771","6249","0.8172000050544739","0.6447643041610718","","","","","","","","","0.004740095999999916","226.4873046875","","","","","","","","","","","0.016658008098602295","0.13903743028640747","0.33909228444099426","0.9732620120048524","0.019239187240600582","0.0599755197763443","0.7027182579040527","0.8898409008979797"
"grayscale_3_0_B","finished","-","philswatton","","2023-06-14T13:39:52.000Z","7080827","","","","","","","","","","","","","","","","","","","","0.014096856117248535","0.01946472004055977","0.4369123876094818","0.5608272552490234","822","0.01610863208770752","0.03069053776562214","0.4542640447616577","0.6240409016609192","782","","","","","","","9","0.15679734423490746","0.5931374170195832","14.135767958057414","2.9918523804236763","4.128908699385647e-7","4e-7","0.004186131199999998","0.0010158079999997849","0.055288447999999976","100.20011901855467","132.15029907226562","4.464056968688965","-0.0028000000000001357","0.48239999999999994","1.9796","1.2332","0.01273894775658846","6249","0.8086000084877014","0.6615909934043884","","","","","","","","","0.021610803199999973","237.80859375","1.9316","1.9384","","","","","","","","","0.025352537631988525","0.0716080367565155","0.7037950158119202","0.928391933441162","0.023467302322387695","0.06979695707559586","0.703934371471405","0.9251269102096558"
"grayscale_3_0_A","finished","-","philswatton","","2023-06-14T13:36:15.000Z","7081038","","0.015550434589385986","0.03768844157457352","0.43999776244163513","0.5854271650314331","796","0.0112074613571167","0.02664974704384804","0.4438368082046509","0.5875634551048279","788","","","","","","","","","","","","","","","","","","","","","","","","","9","0.15679734423490746","0.5931374170195832","16.616629265523176","3.837699153831854","4.128908699385647e-7","4e-7","0.004186131199999998","0.0010158079999997849","0.055288447999999976","100.20011901855467","132.15029907226562","4.464056968688965","-0.0028000000000001357","0.48239999999999994","1.9796","1.2332","0.006954730488359928","6249","0.8087999820709229","0.6536160707473755","","","","","","","","","0.021610803199999973","237.80859375","1.9316","1.9384","0.021605610847473145","0.05231143534183502","0.721845805644989","0.9136252999305724","0.02548122406005859","0.0831202045083046","0.6933028101921082","0.93478262424469","","","","","","","",""
"rotate-180_1_1_A","finished","-","philswatton","","2023-06-14T13:35:22.000Z","7344754","","0.003899484872817993","0.08288770169019699","0.0776033103466034","0.36631014943122864","374","0.004602193832397461","0.009791921824216844","0.13628053665161133","0.19339045882225037","817","","","","","","","","","","","","","","","","","","","","","","","","","9","0.17861429779371163","0.7513877070988519","17.564076188679827","6.470173679473998","4.0322271388504305e-7","4e-7","0.0031209759999999906","0.00488673279999996","0.111217536","97.26351928710938","160.8590087890625","13.877010345458984","-0.009599999999999833","1.1136","1.9668","1.516","0.00947223138064146","12499","0.8708999752998352","0.42052045464515686","","","","","","","","","0.004740095999999916","226.4873046875","","","0.02464979887008667","0.0651920810341835","0.7358794212341309","0.8824214339256287","0.02673467993736267","0.22631579637527463","0.34818458557128906","0.9815789461135864","","","","","","","",""
"rotate-180_5_2_B","finished","-","philswatton","","2023-06-14T13:32:19.000Z","7081418","","","","","","","","","","","","","","","","","","","","0.004397213459014893","0.004836759530007839","0.11752587556838988","0.1874244213104248","827","-0.0022872984409332275","0.05494505539536476","0.07751190662384033","0.37637361884117126","364","","","","","","","9","0.1813773909262997","0.7483039680716599","8.775466190207911","4.911018943502089","4.513988187682117e-7","0.0000466518174859528","0.0031242979555555564","0.0047987711999999405","0.1166124401777778","97.77212524414062","163.0077362060547","11.707479476928713","0.021600000000000064","1.1223999999999998","1.9056","1.5472","0.03919678553938866","3129","0.7336000204086304","0.9327576160430908","","","","","","","","","0.004775873422222077","238.17068481445312","1.3512","1.4768","","","","","","","","","0.012117117643356323","0.1223241612315178","0.3054802715778351","0.9908257126808168","0.014348268508911133","0.06515580415725708","0.6360975503921509","0.94475919008255"
"rotate-180_4_2_B","finished","-","philswatton","","2023-06-14T13:29:50.000Z","7081536","","","","","","","","","","","","","","","","","","","","0.0034226179122924805","0.009831461124122145","0.061733126640319824","0.12780898809432983","712","0.0013857781887054443","0.05280528217554093","0.044462621212005615","0.27062705159187317","303","","","","","","","9","0.1783193779091586","0.7290959933169502","11.357480291601334","5.0667105071964835","4.057231706156017e-7","0.000005550759982211129","0.0033218783999999987","0.004742701511111003","0.1152366862222222","99.25393676757812","163.24415588378906","14.688152313232422","-0.0032000000000000917","1.1832","1.9","1.452","0.016613716259598732","9379","0.8433333039283752","0.5199421644210815","","","","","","","","","0.004699551288888992","238.0503845214844","1.3952","1.4888","","","","","","","","","0.018649667501449585","0.19658119976520536","0.3253939151763916","0.9829059839248656","0.028580188751220703","0.07047387957572937","0.7330067753791809","0.9258809089660645"
"rotate-180_4_2_A","finished","-","philswatton","","2023-06-14T13:27:46.000Z","7081654","","-0.00022292137145996096","0.09971509873867036","0.06639429926872253","0.3646723628044128","351","0.004357576370239258","0.00729040103033185","0.11950838565826416","0.16403402388095856","823","","","","","","","","","","","","","","","","","","","","","","","","","9","0.1783193779091586","0.7290959933169502","14.591264695899508","6.552208282901913","4.513988187682117e-7","0.0000466518174859528","0.0033218783999999987","0.004742701511111003","0.1152366862222222","99.25393676757812","163.24415588378906","14.688152313232422","-0.0032000000000000917","1.1832","1.9","1.452","0.014086572453379633","3129","0.7427999973297119","0.9272329211235046","","","","","","","","","0.004699551288888992","238.0503845214844","1.3952","1.4888","0.015791237354278564","0.07724718749523163","0.6317095756530762","0.9311797618865968","0.013092905282974243","0.1221122145652771","0.2921825647354126","0.9900990128517152","","","","","","","",""
"rotate-180_5_2_A","finished","-","philswatton","","2023-06-14T13:25:55.000Z","7081797","","0.0029634833335876465","0.05810397490859032","0.03271526098251343","0.23241589963436127","327","0.0023270249366760254","0.009915013797581196","0.07673287391662598","0.1487252116203308","706","","","","","","","","","","","","","","","","","","","","","","","","","9","0.1813773909262997","0.7483039680716599","17.109019772051735","5.938508519009809","4.057231706156017e-7","0.000005550759982211129","0.0031242979555555564","0.0047987711999999405","0.1166124401777778","97.77212524414062","163.0077362060547","11.707479476928713","0.021600000000000064","1.1223999999999998","1.9056","1.5472","0.03023453615605831","9379","0.8501333594322205","0.5056290030479431","","","","","","","","","0.004775873422222077","238.17068481445312","1.3512","1.4768","0.02746814489364624","0.07738815248012543","0.7402366399765015","0.937122106552124","0.025461018085479736","0.20879121124744415","0.33321383595466614","0.9780219793319702","","","","","","","",""
