"Name","State","Notes","User","Tags","Created","Runtime","Sweep","A_to_B_metrics.dist_A.BoundaryAttack.mean_loss_increase","A_to_B_metrics.dist_A.BoundaryAttack.success_rate","A_to_B_metrics.dist_A.L2FastGradientAttack.mean_loss_increase","A_to_B_metrics.dist_A.L2FastGradientAttack.success_rate","A_to_B_metrics.dist_A.base_success_rate","A_to_B_metrics.dist_B.BoundaryAttack.mean_loss_increase","A_to_B_metrics.dist_B.BoundaryAttack.success_rate","A_to_B_metrics.dist_B.L2FastGradientAttack.mean_loss_increase","A_to_B_metrics.dist_B.L2FastGradientAttack.success_rate","A_to_B_metrics.dist_B.base_success_rate","A_to_B_metris.dist_A.BoundaryAttack.mean_loss_increase","A_to_B_metris.dist_A.BoundaryAttack.success_rate","A_to_B_metris.dist_A.L2FastGradientAttack.mean_loss_increase","A_to_B_metris.dist_A.L2FastGradientAttack.success_rate","A_to_B_metris.dist_B.BoundaryAttack.mean_loss_increase","A_to_B_metris.dist_B.BoundaryAttack.success_rate","A_to_B_metris.dist_B.L2FastGradientAttack.mean_loss_increase","A_to_B_metris.dist_B.L2FastGradientAttack.success_rate","B_to_A_metrics.dist_A.BoundaryAttack.mean_loss_increase","B_to_A_metrics.dist_A.BoundaryAttack.success_rate","B_to_A_metrics.dist_A.L2FastGradientAttack.mean_loss_increase","B_to_A_metrics.dist_A.L2FastGradientAttack.success_rate","B_to_A_metrics.dist_A.base_success_rate","B_to_A_metrics.dist_B.BoundaryAttack.mean_loss_increase","B_to_A_metrics.dist_B.BoundaryAttack.success_rate","B_to_A_metrics.dist_B.L2FastGradientAttack.mean_loss_increase","B_to_A_metrics.dist_B.L2FastGradientAttack.success_rate","B_to_A_metrics.dist_B.base_success_rate","debug_mmd_rbf","debug_mmd_rbf_raw","debug_otdd_approx","debug_otdd_exact","debug_otdd_exact_2","debug_otdd_exact_3","epoch","kde_gaussian_umap_l2","kde_gaussian_umap_tv","kde_pca_kl_approx","kde_umap_kl_approx","lr","lr-SGD","mmd_rbf_pca","mmd_rbf_raw","mmd_rbf_umap","otdd_exact_pca","otdd_exact_raw","otdd_exact_umap","pad_linear_pca","pad_linear_umap","pad_rbf_pca","pad_rbf_umap","train_loss","trainer/global_step","val_acc","val_loss","vulnerability_A.vulnerability_AA_boundary","vulnerability_A.vulnerability_AA_fga","vulnerability_A.vulnerability_AB_boundary","vulnerability_A.vulnerability_AB_fga","vulnerability_B.vulnerability_BA_boundary","vulnerability_B.vulnerability_BA_fga","vulnerability_B.vulnerability_BB_boundary","vulnerability_B.vulnerability_BB_fga","mmd_rbf_inception","otdd_exact_inception","pad_linear_inception","pad_rbf_inception","vulnerability_A.vulnerability_AA_boundary.mean_loss_increase","vulnerability_A.vulnerability_AA_boundary.success_rate","vulnerability_A.vulnerability_AA_fga.mean_loss_increase","vulnerability_A.vulnerability_AA_fga.success_rate","vulnerability_A.vulnerability_AB_boundary.mean_loss_increase","vulnerability_A.vulnerability_AB_boundary.success_rate","vulnerability_A.vulnerability_AB_fga.mean_loss_increase","vulnerability_A.vulnerability_AB_fga.success_rate","vulnerability_B.vulnerability_BA_boundary.mean_loss_increase","vulnerability_B.vulnerability_BA_boundary.success_rate","vulnerability_B.vulnerability_BA_fga.mean_loss_increase","vulnerability_B.vulnerability_BA_fga.success_rate","vulnerability_B.vulnerability_BB_boundary.mean_loss_increase","vulnerability_B.vulnerability_BB_boundary.success_rate","vulnerability_B.vulnerability_BB_fga.mean_loss_increase","vulnerability_B.vulnerability_BB_fga.success_rate"
"drop-only_3_2_B","finished","-","philswatton","","2023-09-07T14:05:10.000Z","34044","","","","","","","","","","","","","","","","","","","","0.01721179485321045","0.03030303120613098","0.431999534368515","0.5681818127632141","792","0.01380068063735962","0.02777777798473835","0.4320000112056732","0.5681818127632141","792","","","","","","","9","0.0726177394339821","0.22962302879269236","6.558735649904074","0.7721460037635602","4.0322271388504305e-7","4e-7","0.0011957952000000022","0.000016076800000153213","0.0027464128000000143","59.357887268066406","82.49498748779297","0.19011804461479187","-0.0007999999999999119","0.05479999999999996","1.9024","0.4708000000000001","0.06447287648916245","12499","0.8766000270843506","0.4155177772045135","","","","","","","","","0.00003988480000005623","115.82848358154295","","","","","","","","","","","0.02770984172821045","0.06287069618701935","0.7461246252059937","0.9110320210456848","0.026941418647766113","0.07117437571287155","0.7461247444152832","0.9110320210456848"
"drop-only_3_1_B","finished","-","philswatton","","2023-09-07T14:04:21.000Z","30687","","","","","","","","","","","","","","","","","","","","0.00792461633682251","0.017262639477849007","0.4136119186878204","0.5339087843894958","811","0.008276641368865967","0.011097410693764688","0.413612961769104","0.5339087843894958","811","","","","","","","9","0.06830772041558082","0.21793973887659093","8.450162980850179","0.7703079363902802","4.0322271388504305e-7","4e-7","0.0015630335999999997","0.000036659200000066505","0.002685971199999998","64.21258544921875","82.72726440429688","0.18748414516448977","-0.04280000000000017","0.1180000000000001","1.9088","0.4292","0.00947223138064146","12499","0.8708999752998352","0.42052045464515686","","","","","","","","","0.00002360319999983318","116.5261459350586","","","","","","","","","","","0.024099528789520264","0.07101280242204666","0.7358793020248413","0.8824214339256287","0.0237807035446167","0.05937136337161064","0.7358789443969727","0.8824214339256287"
"drop-only_3_0_B","finished","-","philswatton","","2023-09-07T14:04:14.000Z","30804","","","","","","","","","","","","","","","","","","","","0.009716153144836426","0.017031630501151085","0.46923574805259705","0.5973235964775085","822","0.012932538986206056","0.025547444820404053","0.46923503279685974","0.5973235964775085","822","","","","","","","9","0.09571352334308925","0.313265483360121","12.405385842078536","1.218172818925455","4.0322271388504305e-7","4e-7","0.0017937952000000037","0.000026316799999870355","0.008394687999999983","74.13643646240234","82.88700103759766","0.4214236438274383","0.03760000000000008","0.17999999999999994","1.9532","0.6604000000000001","0.056671690195798874","12499","0.8716999888420105","0.4251205027103424","","","","","","","","","0.000011468799999914124","116.6836929321289","","","","","","","","","","","0.028253018856048584","0.0564042292535305","0.7665352821350098","0.9294947385787964","0.029057800769805908","0.057579319924116135","0.766535222530365","0.9294947385787964"
"drop-only_4_2_B","finished","-","philswatton","","2023-09-07T14:03:47.000Z","72285","","","","","","","","","","","","","","","","","","","","0.010773181915283205","0.03230337053537369","0.20624178647994995","0.3398876488208771","712","0.008545160293579102","0.03089887648820877","0.20624402165412903","0.3398876488208771","712","","","","","","","9","0.10292256799470824","0.3438430022106857","13.376071924255582","1.2573038240974228","4.057231706156017e-7","0.000005550759982211129","0.002143931377777776","0.000015098311111128028","0.00781817884444444","79.58863830566406","133.75094604492188","0.4276726245880127","0.016799999999999926","0.1392","1.9032","0.7367999999999999","0.013286695815622808","9379","0.8401333093643188","0.5233751535415649","","","","","","","","","0.000027289599999757996","183.9202880859375","","","","","","","","","","","0.023644566535949707","0.05966586992144585","0.7537379860877991","0.9307875633239746","0.02258378267288208","0.06324582546949387","0.7537383437156677","0.9307875633239746"
"drop-only_4_1_B","finished","-","philswatton","","2023-09-07T14:03:42.000Z","65642","","","","","","","","","","","","","","","","","","","","0.005013763904571533","0.030872482806444168","0.25269615650177","0.3865771889686585","745","0.003526449203491211","0.021476510912179947","0.25269466638565063","0.3865771889686585","745","","","","","","","9","0.09613478241634708","0.3040876161943882","14.485410921084137","1.3847763496382637","4.057231706156017e-7","0.000005550759982211129","0.002424319644444443","0.00001192391111115576","0.008820955022222216","84.1715087890625","134.087158203125","0.3864609897136688","0.022399999999999975","0.09440000000000004","1.9336","0.6519999999999999","0.036635737866163254","9379","0.8449333310127258","0.529001772403717","","","","","","","","","0.000044162844444306515","184.086669921875","","","","","","","","","","","0.02590847015380859","0.048520710319280624","0.7397217750549316","0.9053254723548888","0.020050525665283203","0.048520710319280624","0.7397217154502869","0.9053254723548888"
"drop-only_4_0_B","finished","-","philswatton","","2023-09-07T14:03:40.000Z","23543","","","","","","","","","","","","","","","","","","","","0.003525853157043457","0.015130674466490746","0.23531359434127808","0.34387895464897156","727","0.004661381244659424","0.01788170635700226","0.23531371355056763","0.34387895464897156","727","","","","","","","9","0.08060916739130859","0.23636335795047367","13.277250914713102","0.9861779582313724","4.057231706156017e-7","0.000005550759982211129","0.001998009244444446","0.000005233777777835513","0.005092436622222224","78.47024536132812","133.3462677001953","0.2759043872356415","-0.04320000000000013","-0.0815999999999999","1.9288","0.5127999999999999","0.030995965003967285","9379","0.8513333201408386","0.4892511367797851","","","","","","","","","-0.000002639644444357714","184.71275329589844","","","","","","","","","","","0.022695541381835938","0.05344418063759804","0.7598328590393066","0.9394299387931824","0.02245563268661499","0.05581947788596153","0.7598333358764648","0.9394299387931824"
"drop-only_4_2_A","finished","-","philswatton","","2023-09-07T14:01:42.000Z","72403","","0.004804015159606934","0.0131264915689826","0.3198576867580414","0.3961813747882843","838","0.007607161998748779","0.015513126738369463","0.31985652446746826","0.3961813747882843","838","","","","","","","","","","","","","","","","","","","","","","","","","9","0.10292256799470824","0.3438430022106857","10.617943707573945","1.0871222668214011","4.513988187682117e-7","0.0000466518174859528","0.002143931377777776","0.000015098311111128028","0.00781817884444444","79.58863830566406","133.75094604492188","0.4276726245880127","0.016799999999999926","0.1392","1.9032","0.7367999999999999","0.014086572453379633","3129","0.7427999973297119","0.9272329211235046","","","","","","","","","0.000027289599999757996","183.9202880859375","","","0.01441425085067749","0.06601123511791229","0.6317089796066284","0.9311797618865968","0.01867228746414185","0.07303370535373688","0.6317089796066284","0.9311797618865968","","","","","","","",""
"drop-only_4_1_A","finished","-","philswatton","","2023-09-07T14:01:36.000Z","65760","","0.01087111234664917","0.009467455558478832","0.33423417806625366","0.41301774978637695","845","0.0094146728515625","0.008284023962914944","0.33423343300819397","0.41301774978637695","845","","","","","","","","","","","","","","","","","","","","","","","","","9","0.09613478241634708","0.3040876161943882","11.97129595026155","0.8994288255092014","4.513988187682117e-7","0.0000466518174859528","0.002424319644444443","0.00001192391111115576","0.008820955022222216","84.1715087890625","134.087158203125","0.3864609897136688","0.022399999999999975","0.09440000000000004","1.9336","0.6519999999999999","0.035688795149326324","3129","0.7287999987602234","0.9229705929756165","","","","","","","","","0.000044162844444306515","184.086669921875","","","0.016788780689239502","0.061744965612888336","0.6232452392578125","0.8872483372688293","0.01313251256942749","0.06577181071043015","0.623245120048523","0.8872483372688293","","","","","","","",""
"drop-only_4_0_A","finished","-","philswatton","","2023-09-07T14:01:32.000Z","23664","","0.004855155944824219","0.01425178162753582","0.3254968523979187","0.4002375304698944","842","0.0070767998695373535","0.016627078875899315","0.3254971206188202","0.4002375304698944","842","","","","","","","","","","","","","","","","","","","","","","","","","9","0.08060916739130859","0.23636335795047367","10.39906861978656","0.6387887954850103","4.513988187682117e-7","0.0000466518174859528","0.001998009244444446","0.000005233777777835513","0.005092436622222224","78.47024536132812","133.3462677001953","0.2759043872356415","-0.04320000000000013","-0.0815999999999999","1.9288","0.5127999999999999","0.012113746255636215","3129","0.7268000245094299","0.959065318107605","","","","","","","","","-0.000002639644444357714","184.71275329589844","","","0.01321101188659668","0.04676753655076027","0.6319798827171326","0.9092159271240234","0.012715518474578856","0.04126547276973725","0.6319796442985535","0.9092159271240234","","","","","","","",""
"drop-only_3_2_A","finished","-","philswatton","","2023-09-07T14:01:27.000Z","34261","","0.010620713233947754","0.020166072994470596","0.4988531768321991","0.6192170977592468","843","0.009922266006469728","0.024911031126976013","0.4988534152507782","0.6192170977592468","843","","","","","","","","","","","","","","","","","","","","","","","","","9","0.0726177394339821","0.22962302879269236","1.6731571325209744","0.558512170149736","4.128908699385647e-7","4e-7","0.0011957952000000022","0.000016076800000153213","0.0027464128000000143","59.357887268066406","82.49498748779297","0.19011804461479187","-0.0007999999999999119","0.05479999999999996","1.9024","0.4708000000000001","0.03286295011639595","6249","0.8202000260353088","0.6351182460784912","","","","","","","","","0.00003988480000005623","115.82848358154295","","","0.02330183982849121","0.06565656512975693","0.6825330853462219","0.8888888955116272","0.023525118827819824","0.06060606241226196","0.6825338006019592","0.8888888955116272","","","","","","","",""
